step,price,ema20,ema50,vwap,z_flow,volatility,long_signal,exit_signal,pos_size,stop_loss,slippage,drawdown,sharpe,oi_trend,equity,baseline_equity
12,19864.98118681333,19865.639955781564,19931.89451586612,19965.72694237111,-1.257675257428584,0.008959700822010863,False,True,0.005033984128129026,19467.68156307706,0.00022436541908522857,0.010069658273760253,-0.15405374217221515,-10.267187664064522,9974.472651094911,10152.238239565944
13,19713.441443544583,19851.76785452621,19935.88989535281,19960.434900603243,-0.9439163328880771,0.008901061193632216,False,True,0.005072681007341124,19319.17261467369,0.00022522613097376433,0.010069658273760253,-0.12545703069336997,5.4627335600349625,9977.866452681646,10186.692921812299
14,19721.85221140501,19838.376850129476,19906.967423387618,19951.631097443053,0.01559884208757032,0.008814662251145702,False,True,0.0050705176637603384,19327.41516717691,0.00022517809981790723,0.010069658273760253,-0.10271974567994491,-5.860200901519306,9978.586772362714,10194.030597208879
15,19713.561604525454,19827.551765463322,19920.79885212908,19944.924183227216,1.0639892737438625,0.008837030061886197,False,True,0.005072650087594723,19319.290372434945,0.00022522544455710867,0.010069658273760253,-0.08542803977877114,2.9751417418252686,9982.804739242885,10237.028680643365
16,19771.80617121526,19821.961407254803,19909.28475460818,19938.262277907314,-0.19020670030537626,0.008840181501507699,False,True,0.00505770687483194,19376.370047790955,0.00022489346088385806,0.010069658273760253,-0.10316896655577522,-9.381324307550358,9977.86994745613,10186.511075589353
17,19696.777604710092,19809.25084957907,19885.055928863287,19934.437187788815,0.879587481138818,0.008758565311149486,False,True,0.005076972589470015,19302.84205261589,0.00022532138357177767,0.010069658273760253,-0.11374316181447044,18.251179599629495,9983.170262391326,10240.502792380841
18,19676.586032037365,19797.130447656175,19887.251919418864,19931.930159757827,-0.5550242805535477,0.009474437133157454,False,True,0.005082182439432342,19283.054311396616,0.00022543696323878084,0.010069658273760253,-0.06537464841968808,1.7537424717290833,10008.755457928259,10502.508058720407
19,19680.35983322142,19785.34844354463,19865.81013901794,19922.709505678384,-0.5714715263531828,0.009334621810286015,False,True,0.005081207907143804,19286.75263655699,0.00022541534790567844,0.009153485689303086,-0.0779759246305761,13.540220739161327,10017.247462592082,10591.695406136894
20,19645.88576352111,19772.613857871343,19868.22702374803,19915.83373169689,-0.02759907620977331,0.009246285749881305,False,True,0.005090124273535281,19252.96804825069,0.00022561303760056247,0.009153485689303086,-0.043862798302350306,-4.079075782265818,10022.243092931027,10644.60760104865
21,19575.695517389842,19753.648462585563,19852.495168304078,19907.92087226907,-1.0187673412902873,0.009246073790101584,False,True,0.005108375327516009,19184.181607042046,0.00022601715261271675,0.009153485689303086,-0.0392959513906508,4.391023855406047,10022.869034858792,10651.270507250745
22,19498.44825373167,19729.554186316247,19842.85564025265,19903.998755745397,-0.06353476444275805,0.009369927065848813,False,True,0.0051286132464854845,19108.479288657036,0.00022646441765728864,0.008509647195318543,-0.0710503894367133,1.781734445403231,10011.058441644223,10525.472684071288
23,19376.159980011344,19695.250095540952,19811.497569625528,19892.441937415755,-2.232653817804397,0.009190359811338183,False,True,0.005160981334958066,18988.636780411118,0.00022717793323644058,0.008509647195318543,-0.047275741555990014,-1.8165744482673745,10009.227935000039,10506.205736389911
24,19419.184026979878,19669.00212737231,19797.00072086322,19885.992893433853,-1.1257161672501985,0.009432770043391294,False,True,0.005149546956301864,19030.80034644028,0.0002269261323933818,0.008509647195318543,-0.0024439789720626767,-6.737090994208302,10024.661439555246,10668.353310480421
25,19488.78225364828,19652.657571808486,19801.43303809735,19876.537967308817,0.1937919349286075,0.00974330034123495,False,True,0.005131156923941725,19099.006608575317,0.00022652057133827218,0.008509647195318543,0.026027355677533396,-16.869768450737524,10042.240014965046,10855.88776364708
26,19486.454848609123,19637.17195620904,19796.001594096044,19867.486600107663,-0.8669875986854119,0.00966951398739459,False,True,0.005131769774281834,19096.72575163694,0.0002265340984108537,0.008509647195318543,0.049226944594445605,-0.089728520485437,10045.009217171852,10885.949911999016
27,19454.214967587788,19619.118265600602,19769.910602210402,19853.71601285296,0.7069035090426107,0.009646071446594278,False,True,0.005140274237053906,19065.130668236034,0.00022672172893337564,0.008509647195318543,0.03410406656993874,8.475863189838037,10043.244986388387,10866.744584057016
28,19364.57136791575,19595.343422129725,19763.446085440286,19836.549357406268,-0.6552246028770373,0.009837714943077634,False,True,0.005164069893418106,18977.279940557433,0.0002272458997081819,0.008509647195318543,0.05200298062489673,-16.85234054143848,10058.249547698633,11029.795319411298
29,19448.466171112726,19581.411015692982,19752.22117203546,19830.5117636154,0.018409013545831233,0.01000615334552901,False,True,0.00514179365715392,19059.496847690472,0.00022675523493745234,0.008509647195318543,0.0856132204374017,-17.010608264944608,10072.306718190797,11184.84303270994
30,19421.825449906697,19566.910706489234,19753.345426725187,19811.529519024403,-0.29506547969934177,0.009979682198735906,False,True,0.005148846603421637,19033.388940908564,0.00022691070057230964,0.008509647195318543,0.07361420350137936,1.5807057785339111,10072.176698939547,11183.388787793487
31,19469.07354938512,19556.622504629526,19722.630676575693,19797.980690151096,1.3584701382321898,0.0100723363891828,False,True,0.005136351236556823,19079.692078397416,0.00022663519666099577,0.008509647195318543,0.10170153483599588,-3.494852028624223,10083.441539268017,11309.367876819178
32,19411.46166338036,19541.976551049247,19693.870954874674,19780.37266068742,0.743416072223355,0.010052001824560319,False,True,0.005151595574518202,19023.232430112752,0.00022697126634264086,0.007945272106253403,0.09491906828722553,-6.9915109183789355,10085.529182569593,11332.977802912286
33,19476.988529100665,19536.036763112526,19690.397674273612,19770.299812461093,-0.8896053947467107,0.010269096788586595,False,True,0.0051342639469438255,19087.44875851865,0.00022658914243502105,0.007819304864571714,0.1379709084495645,-1.6672985726520437,10102.954212442733,11530.455279679667
34,19444.57659382632,19526.914767757036,19672.46002347577,19757.770484140194,0.23411681805694645,0.010723891894496847,False,True,0.005142822190931642,19055.685061949793,0.00022677791318670437,0.007819304864571714,0.10303687658710677,6.508513747475149,10081.417861695823,11282.131350504933
35,19457.73280881643,19521.510098239814,19687.915484194054,19750.392209525482,0.7920340947917923,0.010661049198428753,False,True,0.005139344906344347,19068.5781526401,0.00022670123304350037,0.007819304864571714,0.1429199557223239,3.9691970791565154,10091.627526917937,11397.318134585497
36,19506.36608478222,19520.988149423243,19699.353735555298,19741.30971562444,-1.2334447500535806,0.010617349110723805,False,True,0.0051265314905585835,19116.238763086578,0.0002264184508947666,0.007819304864571714,0.13395762177018342,9.164786694232703,10095.058819283837,11436.425665292443
37,19455.21609630953,19512.115265525554,19637.17389034524,19718.2684251599,-1.4879457036843795,0.010588354463249735,False,True,0.005140009728237819,19066.11177438334,0.00022671589552207888,0.007100731529225972,0.12254395345738497,1.4773317948304339,10095.715645833468,11443.937413302303
38,19499.322488730722,19512.059648186612,19655.213662471397,19711.63575296298,0.4589792866930646,0.010625891940992848,False,True,0.005128383309614638,19109.33603895611,0.00022645934093374552,0.0060791931487241,0.11826876055963247,1.3322293037148256,10086.414817928759,11337.499320868897
39,19516.046928445725,19512.32618837088,19647.47354590224,19698.168950774543,-1.2532989499050053,0.01081113981746482,False,True,0.00512398849862594,19125.72598987681,0.00022636228702294783,0.004614001322812686,0.10406741614504701,-8.526329481316907,10069.531534382384,11146.085105127837
40,19501.55770509971,19511.185976206834,19639.439691134976,19687.645759213232,0.7260536696731517,0.010588982831019455,False,True,0.005127795508040352,19111.526550997714,0.00022644636247995577,0.004143802182037347,0.1461464673829197,-6.572258701991245,10075.914907390918,11217.234723938729
41,19452.353812011926,19505.53909819877,19631.21950284226,19671.09178692489,0.0008003196560031127,0.010918497312008375,False,True,0.005140766046433388,19063.306735771686,0.00022673257477551367,0.004478402337714801,0.11703478486341409,0.8305368668603705,10057.709118679904,11013.016118632857
42,19453.105277840434,19500.967234692056,19632.74054801229,19655.839509192472,0.7256981544981455,0.010912690307101184,False,True,0.005140567460656924,19064.043172283626,0.0002267281954379941,0.0046158272441349365,0.11889475552344546,-9.169392996205147,10056.320721142692,10997.72567417647
43,19454.09229357872,19497.382661290118,19643.47327066612,19648.65425365134,-0.6609021508587071,0.010831968578121758,False,True,0.005140306650699264,19065.010447707147,0.00022672244376548313,0.0046158272441349365,0.14333089622822207,-10.58403365660854,10060.751462267148,11046.453749596512
44,19428.47600943219,19490.346533418022,19625.49247453376,19633.53514975711,2.229577331243796,0.010846821361961299,False,True,0.005147084102296635,19039.906489243545,0.0002268718603594689,0.0046158272441349365,0.1799372748150587,13.627738121955304,10072.87864356846,11180.416096954426
45,19461.86075911749,19486.383128694433,19593.86080444801,19617.13758594797,0.8787612093069485,0.010444644391072467,False,True,0.0051382548276198104,19072.62354393514,0.00022667718958068568,0.0046158272441349365,0.2205727483286754,7.873582833867658,10071.889743552652,11169.35978329942
46,19466.20741257549,19485.384432950133,19607.46228599607,19613.061553486667,0.8828070507065708,0.01045947084282714,False,True,0.005137107495083934,19076.88326432398,0.00022665188053673708,0.0046158272441349365,0.21230817870061933,-6.9967974447936285,10070.246712834909,11151.008182077934
47,19510.15231472214,19486.31932945022,19574.933481981287,19600.79304866625,0.4967635025194135,0.010624088414821582,False,True,0.005125536612266278,19119.9492684277,0.00022639647992551203,0.0046158272441349365,0.19610218958761508,3.9633822687451357,10056.574869150883,10998.553341293273
48,19497.69653989952,19488.746402796907,19598.99571043183,19593.146040417487,-0.5979887340282652,0.010478414489335517,False,True,0.005128810974945831,19107.74260910153,0.00022646878316769908,0.0046158272441349365,0.18029232368035858,-10.768526925755623,10061.460702411718,11052.290439029231
49,19501.99019302168,19489.291833834246,19580.75641519002,19580.74088006141,1.722241361018618,0.010805996208888363,False,True,0.005127681790947808,19111.950389161248,0.00022644385156033288,0.0046158272441349365,0.23080818996808594,6.87705063390365,10084.423379695147,11306.080617623395
50,19373.109200193045,19478.517939772963,19578.483547150998,19571.081761606434,-0.021563361019487845,0.011038060417958925,False,True,0.005161794060346469,18985.647016189185,0.00022719581995156663,0.0046158272441349365,0.20293171411857067,13.632635298573177,10070.663096910845,11150.505751142782
51,19320.20112731357,19462.812189198903,19555.692568112037,19566.57160426921,-1.5641545108929886,0.011165449357273328,False,True,0.00517592955378849,18933.797104767298,0.00022750669339139211,0.0046158272441349365,0.23422951298895894,2.5648547487485303,10086.166229783874,11323.373523404218
52,19204.616013546103,19438.426295922025,19546.042756067473,19559.056412551086,0.1221544457523792,0.011166379400456552,False,True,0.005207081460491808,18820.52369327518,0.00022819030348574868,0.0046158272441349365,0.2347447685133883,-3.035453383286381,10090.638087870353,11374.010042861082
53,19186.56824856333,19414.476630427416,19532.688063840134,19548.03447723276,0.6868378303650473,0.011189172709212129,False,True,0.005211979479836781,18802.836883592063,0.0002282976013854894,0.0046158272441349365,0.18933631483766067,2.510115066870867,10079.943008552636,11252.36410329218
54,19243.458428165042,19397.674872425883,19510.975098641138,19541.54674549359,0.067236895084372,0.011208365994390047,False,True,0.005196571103541261,18858.58925960174,0.00022795988909326268,0.0046158272441349365,0.19896388652522323,12.623035543163155,10086.794315416912,11329.457502712386
55,19296.87677411047,19387.766801769216,19496.36345148171,19523.68130161853,-0.30754322314174265,0.011247719071621703,False,True,0.005182185758379529,18910.93923862826,0.00022764414682524848,0.0046158272441349365,0.1956245441622805,-14.865391608735877,10073.701212312242,11181.119747509414
56,19303.36870952012,19379.535154348807,19484.888551660366,19517.899179814023,1.880550907528851,0.011124203159015316,False,True,0.005180442932257806,18917.301335329717,0.0002276058639898763,0.0046158272441349365,0.14927413781608553,-21.471593632964414,10064.645780992087,11079.869885553415
57,19266.224701489195,19368.66312778155,19474.68917843122,19506.408014291985,-0.6068753926115255,0.011074700326162893,False,True,0.005190430483885638,18880.90020745941,0.00022782516287464028,0.0046158272441349365,0.15577042675679262,6.543536890615542,10059.61129790611,11024.08846801978
58,19224.0730962555,19354.99530856847,19466.931147848965,19490.122505409487,-0.6039673186663891,0.011587295362418435,False,True,0.005201811265453323,18839.591634330387,0.00022807479618435096,0.006599196170837987,0.11809668024732771,8.841315171201131,10036.28283568983,10766.913436724639
59,19192.92763789524,19339.79994647881,19461.018334317312,19480.803027552196,0.31429277670628986,0.0116012681841715,False,True,0.005210252541282771,18809.069085137337,0.00022825977616046963,0.006599196170837987,0.12480967831753774,-10.508475386401301,10041.675558967216,10824.976421440471
60,19225.31315095887,19329.244024350188,19458.78369299786,19475.530398579558,-0.09366418656037998,0.011345903570902177,False,True,0.005201475742672751,18840.806887939692,0.00022806744052303372,0.006599196170837987,0.08614315345399627,17.787274442479543,10037.225495034081,10776.804584290394
61,19217.427771440845,19318.804011702883,19453.536173175125,19461.157841492666,0.8432800180574328,0.011218917653015642,False,True,0.005203610035085481,18833.07921601203,0.00022811422654199986,0.00755518774859921,0.09598473361849438,0.32301861296900825,10026.624496552227,10662.559695253092
62,19276.626520003916,19313.770292933328,19426.09533520375,19452.989532524985,0.6175527700214771,0.011310503390742277,False,True,0.005187629686980089,18891.093989603836,0.000227763686459894,0.00755518774859921,0.11209517721806332,-1.7743440112667486,10037.865295195443,10782.415381808694
63,19388.128917302485,19320.90850199829,19425.744426148973,19448.5575685179,-0.33343183866786696,0.011309623747318823,False,True,0.005157795289402956,19000.366338956435,0.00022710780016113399,0.00755518774859921,0.11167434113118982,-6.540255874284071,10041.016191702814,10816.389656776266
64,19435.665456628383,19331.782106723862,19425.01177377255,19441.23450940587,-0.268504593678037,0.011416436256581891,False,True,0.005145180144366797,19046.952147495816,0.00022682989539226959,0.00755518774859921,0.09227522876119061,-8.736794779175966,10031.25948572339,10710.857323136219
65,19480.273982613115,19346.31500469686,19435.059361911008,19434.43342535494,-0.7761526271043125,0.011411392480106178,False,True,0.005133398025574681,19090.668502960852,0.00022657003388742037,0.00755518774859921,0.09044411862741916,3.34635508467386,10034.409406001618,10744.59566981557
66,19308.866705327455,19342.24506667075,19419.959326006956,19422.660605576006,0.1656102695189965,0.011689729774994048,False,True,0.005178967855861229,18922.689371220906,0.00022757345750023728,0.00854470903669031,0.06631027675796021,-2.278423188823581,10016.627408286406,10553.535294164034
67,19323.34714571513,19340.30978147136,19413.438709627342,19420.979674081173,-0.3512208733522637,0.01171105963456676,False,True,0.005175086864915873,18936.88020280083,0.00022748817254784643,0.009150473605072127,0.046686013136702086,-1.2997216492979078,10010.507396588524,10488.947534709752
68,19335.684518825492,19339.8946020526,19410.900117917663,19418.42597716131,-1.188923411695221,0.011258529179277485,False,True,0.005171784836613289,18948.970828448983,0.0002274155851434393,0.010288661978090625,-0.01731509720720806,-11.097954569376157,9999.008331570783,10368.334445040453
69,19344.74172855733,19340.12491598046,19403.641357570395,19407.45630079128,-1.7756885666946394,0.01128429059703471,False,True,0.005169363406510452,18957.84689398618,0.00022736234091226394,0.010288661978090625,-0.014600419539104747,-15.779181927600234,10009.00969374618,10472.031912980952
70,19336.92621417217,19339.349308979537,19391.52839399124,19399.880215300567,0.24803284897988878,0.011528847405580226,False,True,0.005171452737235419,18950.187689888728,0.00022740828342950525,0.010288661978090625,0.006954552337204334,-4.982120072391922,10026.251991564506,10652.593805987586
71,19329.562076986298,19337.898871111818,19378.646850143046,19394.933092211264,1.0292914183304815,0.011631166334870827,False,True,0.005173422946765029,18942.970835446573,0.00022745159807671233,0.010288661978090625,0.024677375346393353,-15.594844662482274,10037.22036772688,10769.435461956631
72,19341.26988561833,19337.39937941674,19360.635582450235,19392.840543770784,2.0911409822065825,0.011520038965532312,False,True,0.005170291329958506,18954.444487905963,0.0002273827462662571,0.010288661978090625,0.05480757691424972,-0.5641850109835786,10042.627712727144,10827.669514957506
73,19345.94033389204,19338.501490215447,19365.880416897453,19392.579592280526,0.16017256430013166,0.011531872676191065,False,True,0.005169043131225345,18959.021527214198,0.00022735529752405915,0.010288661978090625,0.06685467869508546,11.428630434539514,10047.775917126,10883.412570783774
74,19291.263740860857,19334.469653292395,19372.370856431276,19390.175722109452,-0.9927974956280771,0.011449141923409265,False,True,0.00518369357981405,18905.43846604364,0.00022767726236526235,0.010288661978090625,0.02137714661222062,3.0875072006782602,10036.89893882928,10765.0339284571
75,19278.592456968025,19329.13239891864,19368.378376122044,19385.182426266627,-1.5818379661457138,0.011184936501287442,False,True,0.005187100677770495,18893.020607828665,0.00022775207304809536,0.010288661978090625,-0.0163995150764364,2.0316127761252574,10033.068638225945,10723.800612506004
76,19266.161481890045,19322.918842714804,19360.007840678732,19382.073491029074,0.6459614891346196,0.011177069165167374,False,True,0.005190447515661009,18880.838252252244,0.00022782553666481306,0.010288661978090625,-0.02085367923965373,2.0117980605474486,10033.355066411352,10726.872211256117
77,19309.534840669778,19321.042677284437,19345.899800922736,19380.067697029735,-0.011998472629055693,0.011311024988712138,False,True,0.005178788656751058,18923.344143856382,0.00022756952029547056,0.010288661978090625,0.004031558861949707,-1.2624624996242346,10045.525039539927,10857.417957820771
78,19287.792160579957,19318.43888619273,19354.971968844784,19378.382724299583,-1.07021127208367,0.011110512231574887,False,True,0.005184626584911994,18902.036317368358,0.00022769775108489752,0.010288661978090625,-0.028529688326871482,4.237312216731311,10042.40057514269,10823.494341965632
79,19280.124311442887,19314.611122801754,19348.432298594144,19374.90464961598,0.1837582001669904,0.010980745111912958,False,True,0.005186688549546815,18894.52182521403,0.00022774302513022907,0.010288661978090625,-0.07101510383542217,2.565193902979672,10033.31678047515,10725.17594177794
80,19412.008899153512,19324.20413098674,19357.31812820349,19374.745716596633,1.9988371332485482,0.010980837067490224,False,True,0.005151450348055458,19023.768721170443,0.00022696806709437032,0.010288661978090625,-0.07088298424244754,-10.993630918240228,10033.258973898352,10724.55595607118
81,19364.915106483506,19327.69479741029,19349.821207410827,19373.02481868852,-0.23554422657085727,0.010984266565819028,False,True,0.005163978228157546,18977.616804353835,0.00022724388282542495,0.010288661978090625,-0.11588934991283367,-9.653977250238654,10019.793563688909,10580.14541080856
82,19284.6259045018,19324.032676056006,19356.130260719096,19370.022123977356,-0.2029716363650053,0.010987813707285419,False,True,0.0051854778254555615,18898.933386411765,0.00022771644265304078,0.010288661978090625,-0.1148915864726284,-9.543238046553938,10022.408815134802,10607.815151391935
83,19290.242654510515,19320.597098290444,19349.161124436418,19366.779848404265,-0.3686232453550117,0.010669149668150265,False,True,0.005183967967174204,18904.437801420303,0.00022768328808180465,0.009579044978608963,-0.1621436024783878,9.164318184462672,10016.45749431398,10544.684640218014
84,19289.14954675059,19317.69037011908,19348.587754464388,19363.371681008386,0.536710513498021,0.010282704532006495,False,True,0.005184261740396211,18903.366555815577,0.00022768973934712586,0.009579044978608963,-0.12522036247349763,-3.8270842810003387,10017.037662260533,10550.80232825278
85,19258.70555372733,19312.399092422722,19351.64300512275,19360.700601806326,0.6789011995738901,0.010149692582443557,False,True,0.005192456975938655,18873.531442652784,0.00022786963325416255,0.009579044978608963,-0.14737240551930653,-9.126130386189516,10016.838296360123,10548.698858046575
86,19177.694879102542,19299.2269090002,19337.90095797699,19353.53861953331,-0.15298850000391054,0.01056990281287156,False,True,0.005214391021987085,18794.14098152049,0.00022835041103503814,0.009579044978608963,-0.11041751179389223,-2.9115641206146847,10036.703700858805,10758.253027796458
87,19228.720439787237,19292.80795615079,19339.586928195782,19347.986774514957,-0.8257679657185036,0.01086747049770432,False,True,0.005200554052108653,18844.14603099149,0.00022804723309237173,0.00908067017186108,-0.143864672955735,-2.7720912091431273,10017.543391383047,10552.121570365374
88,19188.381198886313,19282.97476982468,19335.92009489855,19340.396679810365,1.0709078030137804,0.01081455228803877,False,True,0.0052114870433053505,18804.613574908584,0.00022828681616127882,0.00908067017186108,-0.12584582677350092,-14.526984575226152,10018.366504235079,10560.807157246136
89,19208.65733378547,19275.79969769855,19328.969018202188,19334.3952434639,0.8681207392339026,0.010623646208995901,False,True,0.005205985939689461,18824.484187109763,0.00022816629767977265,0.00908067017186108,-0.0854866531551101,3.228601946952608,10024.122536446826,10621.595503425306
90,19248.88012943175,19272.905776650096,19319.17103058758,19330.3042508198,-1.160198665224538,0.0107073311659894,False,True,0.005195107420670094,18863.902526843114,0.00022792778287585074,0.00908067017186108,-0.12117842244281744,-17.738927628378974,10011.040032427542,10482.638437560523
91,19142.22494550416,19260.465025459634,19312.33364114534,19322.30356137074,1.5209176801928397,0.010445963546466566,False,True,0.005224053122596206,18759.380446594078,0.00022856187614289934,0.00908067017186108,-0.08235320906545074,-4.0576489753481155,10014.696187688287,10520.964591230499
92,19195.263944557897,19254.262021472754,19307.876215081596,19315.309625102105,0.024473200605520492,0.010445688058637997,False,True,0.005209618387578946,18811.35866566674,0.0002282458846853311,0.00908067017186108,-0.08142232152883697,9.6973017759816,10013.79511255767,10511.484411687228
93,19174.902749693727,19246.532113175657,19299.19570688484,19310.77664681676,-1.253055526708653,0.010440135174360475,False,True,0.005215150308994254,18791.404694699853,0.00022836703590917523,0.00908067017186108,-0.0825536393579675,3.270971406431613,10017.657904565513,10552.088089663259
94,19164.62121137463,19238.955082860757,19298.435205278398,19305.945464345128,0.8353367701456437,0.010271064127982555,False,True,0.005217948160678896,18781.328787147137,0.00022842828547881054,0.00908067017186108,-0.10822695533094454,-1.8880604463411146,10017.298343639432,10548.293971097655
95,19274.97026359433,19242.41426563403,19298.103110178847,19299.882738509412,0.9751296220718672,0.010522564031023418,False,True,0.0051880754487531105,18889.470858322442,0.0002277734718695992,0.00908067017186108,-0.07514269151080004,-6.019216464744545,10032.355054408355,10707.116582526049
96,19299.693131155935,19248.164261082376,19304.11117360674,19298.182890405948,1.1904826430017754,0.010527027077190228,False,True,0.005181429534678338,18913.699268532815,0.00022762753644228414,0.00908067017186108,-0.06902165625519145,12.37468263665562,10033.917070619358,10723.84127220105
97,19276.71214542556,19250.79953034862,19301.351445669316,19294.903790563705,-0.05644875299241186,0.010361252778132534,False,True,0.005187606643995583,18891.17790251705,0.00022776318060642692,0.00908067017186108,-0.0468728763069369,0.22149889580089166,10032.291783158162,10706.411947445491
98,19268.73774050325,19252.53674124993,19300.65340462875,19289.834923174014,0.2520525706453902,0.010384948610471385,False,True,0.0051897535451841306,18883.362985693184,0.00022781030585081378,0.00908067017186108,-0.043088311025019886,7.299157291316192,10039.087207626371,10779.166561159886
99,19222.327590993442,19248.79490221415,19280.144310160806,19286.08956033312,-0.8921184413567659,0.010102524270701498,False,True,0.0052022836218260406,18837.88103917357,0.00022808515124457448,0.00908067017186108,-0.058378845267429647,-5.1638466503019345,10054.934694634656,10949.989263198004
100,19190.36345042071,19242.874994767448,19269.465072727908,19282.80185950012,-1.7262657506299288,0.010173586059643724,False,True,0.005210948727383675,18806.556181412296,0.00022827502551491863,0.00908067017186108,-0.06279908194318898,-1.1656761732635914,10038.718503680058,10772.422146355191
